"V1","V2","V3","V4"
338.82,12,1,1
332.77,3,1,1
332.77,1,2,1
321.738,1,2,1
305.19,1,2,1
294.158,1,2,1
283.126,1,2,1
244.514,1,2,1
205.368,1,2,1
194.336,1,2,1
188.82,1,2,1
172.272,1,2,1
166.756,1,2,1
161.24,2,2,1
149.674,3,2,1
144.158,1,2,1
138.642,1,2,1
133.126,1,2,1
127.61,2,2,1
116.044,1,2,1
110.528,2,2,1
105.012,1,2,1
98.9620000000002,3,2,1
93.4460000000002,4,2,1
87.9300000000002,3,2,1
81.8800000000002,2,2,1
76.3640000000001,4,2,1
70.314,1,2,1
64.798,5,2,1
58.748,3,2,1
53.232,2,2,1
47.182,6,2,1
41.132,5,2,1
35.082,7,2,1
29.032,3,2,1
22.982,6,2,1
22.448,5,2,1
21.914,8,2,1
21.38,8,2,1
20.846,11,2,1
20.312,8,2,1
19.778,8,2,1
19.244,6,2,1
18.71,6,2,1
18.176,9,2,1
17.642,5,2,1
17.108,12,2,1
16.574,8,2,1
16.04,11,2,1
15.506,7,2,1
14.972,11,2,1
14.438,10,2,1
13.904,8,2,1
13.37,10,2,1
12.836,11,2,1
12.302,14,2,1
11.768,9,2,1
11.234,10,2,1
10.7,13,2,1
10.166,9,2,1
9.632,12,2,1
9.098,12,2,1
8.564,16,2,1
8.03,12,2,1
7.496,17,2,1
6.962,15,2,1
6.428,16,2,1
5.894,12,2,1
5.36,19,2,1
4.826,11,2,1
4.292,14,2,1
3.758,16,2,1
3.224,16,2,1
2.69,20,2,1
2.156,19,2,1
1.622,19,2,1
1.088,19,2,1
0.554,19,2,1
0.02,20,2,1
1173.72,1,1,2
1124.076,1,1,2
886.353999999997,1,1,2
576.923999999999,1,1,2
427.991999999999,1,2,2
344.717999999999,1,2,2
139.734,1,2,2
133.684,1,2,2
128.168,1,2,2
113.398,1,2,2
112.864,1,2,2
104.144,1,2,2
96.4920000000001,1,2,2
82.2560000000001,1,2,2
81.1880000000001,1,2,2
80.1200000000001,1,2,2
78.5180000000001,1,2,2
77.4500000000001,1,2,2
76.3820000000001,1,2,2
75.8480000000001,3,2,2
73.178,1,2,2
72.11,1,2,2
71.042,1,2,2
70.508,1,2,2
68.372,1,2,2
67.304,1,2,2
66.77,1,2,2
66.2359999999999,1,2,2
65.1679999999999,1,2,2
64.6339999999999,3,2,2
64.0999999999999,1,2,2
63.5659999999999,1,2,2
63.0319999999999,3,2,2
61.9639999999999,1,2,2
61.4299999999999,2,2,2
60.8959999999999,2,2,2
60.3619999999999,1,2,2
59.8279999999999,2,2,2
59.2939999999999,2,2,2
58.7599999999999,3,2,2
56.6239999999999,3,2,2
56.0899999999999,2,2,2
55.5559999999999,2,2,2
55.0219999999999,3,2,2
54.4879999999999,2,2,2
53.9539999999999,1,2,2
53.4199999999999,3,2,2
52.3519999999999,1,2,2
51.2839999999999,1,2,2
50.7499999999999,3,2,2
50.2159999999999,1,2,2
49.6819999999999,2,2,2
49.1479999999999,1,2,2
48.6139999999999,1,2,2
48.0799999999999,4,2,2
47.5459999999999,3,2,2
47.012,1,2,2
46.478,1,2,2
45.944,5,2,2
45.41,3,2,2
44.876,2,2,2
44.342,4,2,2
43.274,2,2,2
42.74,5,2,2
42.206,4,2,2
41.672,1,2,2
41.138,2,2,2
40.604,2,2,2
40.07,3,2,2
39.536,5,2,2
39.002,4,2,2
38.468,3,2,2
37.934,2,2,2
37.4,6,2,2
36.866,4,2,2
36.332,3,2,2
35.798,3,2,2
35.264,3,2,2
34.73,4,2,2
34.196,2,2,2
33.662,3,2,2
32.594,4,2,2
32.06,4,2,2
31.526,5,2,2
30.992,5,2,2
30.458,1,2,2
29.924,7,2,2
29.39,5,2,2
28.856,5,2,2
28.322,3,2,2
27.788,8,2,2
27.254,8,2,2
26.72,7,2,2
26.186,8,2,2
25.652,8,2,2
25.118,3,2,2
24.584,9,2,2
24.05,5,2,2
23.516,8,2,2
22.982,7,2,2
22.448,6,2,2
21.914,11,2,2
21.38,8,2,2
20.846,9,2,2
20.312,5,2,2
19.778,8,2,2
19.244,11,2,2
18.71,13,2,2
18.176,8,2,2
17.642,8,2,2
17.108,8,2,2
16.574,9,2,2
16.04,10,2,2
15.506,9,2,2
14.972,6,2,2
14.438,10,2,2
13.904,12,2,2
13.37,7,2,2
12.836,8,2,2
12.302,13,2,2
11.768,7,2,2
11.234,14,2,2
10.7,12,2,2
10.166,16,2,2
9.632,7,2,2
9.098,11,2,2
8.564,13,2,2
8.03,14,2,2
7.496,15,2,2
6.962,15,2,2
6.428,14,2,2
5.894,18,2,2
5.36,12,2,2
4.826,15,2,2
4.292,17,2,2
3.758,18,2,2
3.224,15,2,2
2.69,19,2,2
2.156,19,2,2
1.622,20,2,2
1.088,20,2,2
0.554,20,2,2
0.02,20,2,2
375.12,10,1,3
369.07,2,1,3
363.554,1,1,3
313.91,1,1,3
275.298,1,2,3
253.234,1,2,3
247.718,1,2,3
236.686,1,2,3
231.17,1,2,3
197.54,1,2,3
180.992,2,2,3
175.476,1,2,3
169.96,2,2,3
152.878,1,2,3
141.846,1,2,3
136.33,1,2,3
119.248,1,2,3
113.732,2,2,3
108.216,1,2,3
102.166,1,2,3
96.6500000000003,3,2,3
91.1340000000003,1,2,3
85.0840000000002,2,2,3
79.5680000000002,2,2,3
73.5180000000001,5,2,3
68.002,1,2,3
61.9519999999999,9,2,3
55.902,6,2,3
44.3359999999999,4,2,3
38.286,7,2,3
32.236,10,2,3
26.186,8,2,3
25.652,9,2,3
25.118,7,2,3
24.584,7,2,3
24.05,6,2,3
23.516,5,2,3
22.982,6,2,3
22.448,8,2,3
21.914,8,2,3
21.38,7,2,3
20.846,8,2,3
20.312,9,2,3
19.778,10,2,3
19.244,10,2,3
18.71,5,2,3
18.176,10,2,3
17.642,10,2,3
17.108,9,2,3
16.574,8,2,3
16.04,10,2,3
15.506,9,2,3
14.972,7,2,3
14.438,10,2,3
13.904,11,2,3
13.37,10,2,3
12.836,10,2,3
12.302,11,2,3
11.768,6,2,3
11.234,13,2,3
10.7,16,2,3
10.166,13,2,3
9.632,14,2,3
9.098,19,2,3
8.564,14,2,3
8.03,16,2,3
7.496,16,2,3
6.962,14,2,3
6.428,16,2,3
5.894,17,2,3
5.36,17,2,3
4.826,16,2,3
4.292,18,2,3
3.758,19,2,3
3.224,18,2,3
2.69,18,2,3
2.156,17,2,3
1.622,20,2,3
1.088,20,2,3
0.554,18,2,3
0.02,20,2,3
187.57,13,1,4
181.52,14,1,4
175.47,7,1,4
175.47,2,2,4
169.954,2,2,4
164.438,1,2,4
158.922,2,2,4
153.406,2,2,4
141.84,3,2,4
136.324,2,2,4
130.808,3,2,4
125.292,2,2,4
119.776,3,2,4
114.26,2,2,4
108.21,3,2,4
102.694,5,2,4
97.1780000000001,3,2,4
91.6620000000001,6,2,4
85.6120000000001,2,2,4
80.0960000000001,8,2,4
74.5800000000001,2,2,4
68.53,4,2,4
63.014,5,2,4
56.964,8,2,4
51.448,7,2,4
45.398,10,2,4
39.348,9,2,4
33.832,4,2,4
27.782,14,2,4
21.732,12,2,4
15.682,12,2,4
9.632,12,2,4
9.098,14,2,4
8.564,14,2,4
8.03,12,2,4
7.496,14,2,4
6.962,13,2,4
6.428,16,2,4
5.894,18,2,4
5.36,19,2,4
4.826,16,2,4
4.292,17,2,4
3.758,19,2,4
3.224,17,2,4
2.69,15,2,4
2.156,18,2,4
1.622,20,2,4
1.088,20,2,4
0.554,20,2,4
0.02,20,2,4
701.819999999999,5,1,5
657.692,1,1,5
552.888,1,2,5
397.906,1,2,5
287.586,1,2,5
254.489999999999,1,2,5
231.891999999999,1,2,5
220.859999999999,1,2,5
159.65,1,2,5
137.052,2,2,5
119.970000000001,1,2,5
102.354,1,2,5
96.8380000000003,3,2,5
90.7880000000003,2,2,5
85.2720000000002,1,2,5
79.2220000000001,1,2,5
67.1219999999999,2,2,5
61.0719999999999,3,2,5
55.0219999999999,3,2,5
53.9539999999999,2,2,5
53.4199999999999,5,2,5
52.8859999999999,1,2,5
51.8179999999999,1,2,5
51.2839999999999,5,2,5
50.7499999999999,2,2,5
50.2159999999999,1,2,5
49.6819999999999,5,2,5
49.1479999999999,3,2,5
48.0799999999999,4,2,5
47.5459999999999,2,2,5
47.012,3,2,5
46.478,4,2,5
45.944,1,2,5
45.41,2,2,5
44.876,2,2,5
44.342,2,2,5
43.808,1,2,5
43.274,2,2,5
42.74,7,2,5
42.206,2,2,5
41.672,5,2,5
40.604,3,2,5
40.07,1,2,5
39.536,2,2,5
39.002,2,2,5
38.468,1,2,5
37.934,1,2,5
37.4,2,2,5
36.866,2,2,5
36.332,1,2,5
35.798,5,2,5
35.264,4,2,5
34.73,4,2,5
34.196,7,2,5
33.662,6,2,5
33.128,1,2,5
32.594,3,2,5
32.06,6,2,5
31.526,3,2,5
30.992,4,2,5
30.458,5,2,5
29.924,7,2,5
29.39,4,2,5
28.856,7,2,5
28.322,5,2,5
27.788,8,2,5
27.254,4,2,5
26.72,7,2,5
26.186,3,2,5
25.652,6,2,5
25.118,9,2,5
24.584,6,2,5
24.05,8,2,5
23.516,3,2,5
22.982,9,2,5
22.448,5,2,5
21.914,9,2,5
21.38,5,2,5
20.846,6,2,5
20.312,6,2,5
19.778,6,2,5
19.244,5,2,5
18.71,13,2,5
18.176,7,2,5
17.642,7,2,5
17.108,5,2,5
16.574,15,2,5
16.04,6,2,5
15.506,8,2,5
14.972,8,2,5
14.438,9,2,5
13.904,12,2,5
13.37,8,2,5
12.836,10,2,5
12.302,11,2,5
11.768,13,2,5
11.234,13,2,5
10.7,14,2,5
10.166,14,2,5
9.632,11,2,5
9.098,14,2,5
8.564,13,2,5
8.03,12,2,5
7.496,12,2,5
6.962,14,2,5
6.428,17,2,5
5.894,13,2,5
5.36,13,2,5
4.826,13,2,5
4.292,14,2,5
3.758,13,2,5
3.224,18,2,5
2.69,19,2,5
2.156,19,2,5
1.622,20,2,5
1.088,20,2,5
0.554,18,2,5
0.02,20,2,5
986.169999999997,1,1,6
980.119999999997,1,1,6
842.219999999998,1,1,6
649.159999999999,1,1,6
494.178,1,1,6
311.082,1,2,6
266.42,1,2,6
222.292000000001,1,2,6
138.484,1,2,6
126.918000000001,1,2,6
98.2700000000003,1,2,6
76.3820000000001,2,2,6
75.8480000000001,1,2,6
74.246,1,2,6
73.712,3,2,6
67.838,2,2,6
67.304,2,2,6
66.77,1,2,6
65.7019999999999,3,2,6
65.1679999999999,2,2,6
64.6339999999999,3,2,6
64.0999999999999,1,2,6
63.0319999999999,1,2,6
62.4979999999999,3,2,6
61.9639999999999,1,2,6
61.4299999999999,1,2,6
60.8959999999999,1,2,6
60.3619999999999,1,2,6
59.8279999999999,2,2,6
58.7599999999999,4,2,6
58.2259999999999,2,2,6
57.6919999999999,4,2,6
56.6239999999999,5,2,6
55.5559999999999,1,2,6
55.0219999999999,2,2,6
54.4879999999999,1,2,6
53.9539999999999,1,2,6
53.4199999999999,2,2,6
52.8859999999999,2,2,6
52.3519999999999,2,2,6
51.2839999999999,1,2,6
50.7499999999999,3,2,6
49.6819999999999,2,2,6
49.1479999999999,1,2,6
48.6139999999999,4,2,6
48.0799999999999,2,2,6
47.5459999999999,1,2,6
47.012,3,2,6
46.478,2,2,6
45.944,5,2,6
45.41,3,2,6
44.876,1,2,6
43.808,2,2,6
43.274,3,2,6
42.74,3,2,6
42.206,2,2,6
41.672,2,2,6
41.138,5,2,6
40.604,1,2,6
40.07,2,2,6
39.536,1,2,6
39.002,2,2,6
38.468,3,2,6
37.934,2,2,6
37.4,3,2,6
36.866,6,2,6
36.332,2,2,6
35.798,6,2,6
35.264,5,2,6
34.73,2,2,6
34.196,4,2,6
33.662,2,2,6
33.128,4,2,6
32.594,3,2,6
32.06,4,2,6
31.526,6,2,6
30.992,2,2,6
30.458,5,2,6
29.924,6,2,6
29.39,4,2,6
28.856,2,2,6
28.322,6,2,6
27.788,6,2,6
27.254,6,2,6
26.72,4,2,6
26.186,5,2,6
25.652,3,2,6
25.118,6,2,6
24.584,10,2,6
24.05,8,2,6
23.516,8,2,6
22.982,7,2,6
22.448,11,2,6
21.914,7,2,6
21.38,6,2,6
20.846,7,2,6
20.312,10,2,6
19.778,12,2,6
19.244,10,2,6
18.71,7,2,6
18.176,8,2,6
17.642,11,2,6
17.108,5,2,6
16.574,10,2,6
16.04,10,2,6
15.506,6,2,6
14.972,13,2,6
14.438,13,2,6
13.904,7,2,6
13.37,11,2,6
12.836,9,2,6
12.302,13,2,6
11.768,10,2,6
11.234,12,2,6
10.7,11,2,6
10.166,16,2,6
9.632,15,2,6
9.098,17,2,6
8.564,12,2,6
8.03,13,2,6
7.496,14,2,6
6.962,19,2,6
6.428,17,2,6
5.894,18,2,6
5.36,15,2,6
4.826,17,2,6
4.292,15,2,6
3.758,17,2,6
3.224,19,2,6
2.69,15,2,6
2.156,16,2,6
1.622,16,2,6
1.088,19,2,6
0.554,19,2,6
0.02,20,2,6
1306.81999999999,1,1,7
852.905999999997,1,1,7
751.481999999999,1,1,7
710.733999999999,1,1,7
444.898,1,1,7
176.926,1,2,7
153.260000000001,1,2,7
136.178,1,2,7
122.476,1,2,7
104.326,1,2,7
93.4700000000003,1,2,7
91.8680000000002,1,2,7
90.2660000000002,1,2,7
89.7320000000002,1,2,7
88.6640000000002,1,2,7
87.5960000000002,1,2,7
85.4600000000002,1,2,7
81.7220000000001,1,2,7
77.4500000000001,1,2,7
76.3820000000001,1,2,7
75.8480000000001,1,2,7
73.712,1,2,7
72.644,1,2,7
71.576,1,2,7
71.042,1,2,7
70.508,1,2,7
69.974,2,2,7
69.44,1,2,7
68.906,1,2,7
67.838,1,2,7
67.304,1,2,7
66.2359999999999,2,2,7
65.7019999999999,2,2,7
65.1679999999999,2,2,7
63.5659999999999,3,2,7
63.0319999999999,1,2,7
62.4979999999999,1,2,7
61.4299999999999,2,2,7
60.8959999999999,2,2,7
59.8279999999999,4,2,7
59.2939999999999,2,2,7
58.2259999999999,3,2,7
57.6919999999999,3,2,7
56.6239999999999,1,2,7
56.0899999999999,3,2,7
55.5559999999999,2,2,7
55.0219999999999,2,2,7
54.4879999999999,2,2,7
53.9539999999999,4,2,7
53.4199999999999,2,2,7
52.8859999999999,3,2,7
52.3519999999999,2,2,7
51.8179999999999,3,2,7
51.2839999999999,2,2,7
50.7499999999999,3,2,7
50.2159999999999,1,2,7
49.6819999999999,1,2,7
49.1479999999999,3,2,7
48.6139999999999,4,2,7
48.0799999999999,2,2,7
47.5459999999999,3,2,7
47.012,3,2,7
46.478,3,2,7
45.944,1,2,7
45.41,4,2,7
44.876,1,2,7
44.342,2,2,7
43.808,4,2,7
43.274,3,2,7
42.74,4,2,7
42.206,2,2,7
41.672,4,2,7
41.138,2,2,7
40.604,3,2,7
40.07,4,2,7
39.536,3,2,7
39.002,2,2,7
38.468,2,2,7
37.934,1,2,7
37.4,3,2,7
36.866,3,2,7
36.332,3,2,7
35.264,2,2,7
34.73,4,2,7
34.196,1,2,7
33.662,1,2,7
33.128,3,2,7
32.594,4,2,7
32.06,5,2,7
31.526,8,2,7
30.992,1,2,7
30.458,7,2,7
29.924,5,2,7
29.39,4,2,7
28.856,4,2,7
28.322,5,2,7
27.788,6,2,7
27.254,6,2,7
26.72,8,2,7
26.186,3,2,7
25.652,6,2,7
25.118,6,2,7
24.584,5,2,7
24.05,7,2,7
23.516,6,2,7
22.982,7,2,7
22.448,5,2,7
21.914,6,2,7
21.38,10,2,7
20.846,7,2,7
20.312,9,2,7
19.778,10,2,7
19.244,6,2,7
18.71,6,2,7
18.176,7,2,7
17.642,8,2,7
17.108,8,2,7
16.574,7,2,7
16.04,13,2,7
15.506,12,2,7
14.972,10,2,7
14.438,11,2,7
13.904,14,2,7
13.37,14,2,7
12.836,14,2,7
12.302,13,2,7
11.768,13,2,7
11.234,10,2,7
10.7,12,2,7
10.166,13,2,7
9.632,11,2,7
9.098,10,2,7
8.564,15,2,7
8.03,14,2,7
7.496,15,2,7
6.962,13,2,7
6.428,15,2,7
5.894,15,2,7
5.36,12,2,7
4.826,12,2,7
4.292,17,2,7
3.758,17,2,7
3.224,17,2,7
2.69,15,2,7
2.156,16,2,7
1.622,18,2,7
1.088,19,2,7
0.554,20,2,7
0.02,20,2,7
1391.51999999999,2,1,8
1010.382,1,2,8
485.293999999999,1,2,8
237.25,1,2,8
208.602,1,2,8
195.968,1,2,8
181.732,1,2,8
162.514,1,2,8
150.414,1,2,8
117.494,1,2,8
104.326,1,2,8
94.5380000000003,1,2,8
92.4020000000002,1,2,8
91.3340000000002,1,2,8
90.2660000000002,1,2,8
89.1980000000002,1,2,8
88.6640000000002,1,2,8
88.1300000000002,2,2,8
87.5960000000002,1,2,8
85.4600000000002,2,2,8
84.3920000000002,1,2,8
80.6540000000001,1,2,8
79.5860000000001,1,2,8
79.0520000000001,1,2,8
77.4500000000001,1,2,8
76.9160000000001,2,2,8
74.78,2,2,8
74.246,1,2,8
73.712,1,2,8
72.11,1,2,8
71.576,1,2,8
71.042,1,2,8
70.508,1,2,8
69.974,1,2,8
69.44,1,2,8
68.372,1,2,8
67.838,1,2,8
67.304,1,2,8
65.7019999999999,1,2,8
64.6339999999999,1,2,8
64.0999999999999,1,2,8
63.5659999999999,1,2,8
63.0319999999999,1,2,8
62.4979999999999,2,2,8
61.9639999999999,1,2,8
61.4299999999999,2,2,8
60.8959999999999,3,2,8
60.3619999999999,2,2,8
59.2939999999999,3,2,8
58.7599999999999,3,2,8
58.2259999999999,1,2,8
57.6919999999999,2,2,8
57.1579999999999,1,2,8
56.0899999999999,1,2,8
55.5559999999999,3,2,8
55.0219999999999,2,2,8
54.4879999999999,3,2,8
53.9539999999999,1,2,8
53.4199999999999,1,2,8
52.8859999999999,1,2,8
52.3519999999999,3,2,8
51.8179999999999,1,2,8
50.7499999999999,1,2,8
49.6819999999999,3,2,8
49.1479999999999,2,2,8
48.6139999999999,3,2,8
48.0799999999999,2,2,8
47.012,1,2,8
46.478,2,2,8
45.944,1,2,8
45.41,1,2,8
44.876,3,2,8
44.342,2,2,8
43.808,3,2,8
43.274,5,2,8
42.74,4,2,8
42.206,3,2,8
41.672,3,2,8
41.138,3,2,8
40.604,4,2,8
40.07,1,2,8
39.536,5,2,8
39.002,2,2,8
38.468,3,2,8
37.934,2,2,8
37.4,3,2,8
36.866,2,2,8
36.332,2,2,8
35.798,5,2,8
35.264,4,2,8
34.73,4,2,8
34.196,2,2,8
33.662,5,2,8
33.128,3,2,8
32.594,6,2,8
32.06,3,2,8
31.526,6,2,8
30.992,4,2,8
30.458,4,2,8
29.924,6,2,8
29.39,2,2,8
28.856,7,2,8
28.322,5,2,8
27.788,3,2,8
27.254,5,2,8
26.72,4,2,8
26.186,6,2,8
25.652,6,2,8
25.118,10,2,8
24.584,7,2,8
24.05,4,2,8
23.516,8,2,8
22.982,8,2,8
22.448,5,2,8
21.914,6,2,8
21.38,7,2,8
20.846,11,2,8
20.312,4,2,8
19.778,6,2,8
19.244,5,2,8
18.71,8,2,8
18.176,9,2,8
17.642,9,2,8
17.108,11,2,8
16.574,6,2,8
16.04,7,2,8
15.506,11,2,8
14.972,12,2,8
14.438,5,2,8
13.904,9,2,8
13.37,11,2,8
12.836,13,2,8
12.302,11,2,8
11.768,10,2,8
11.234,13,2,8
10.7,12,2,8
10.166,13,2,8
9.632,16,2,8
9.098,11,2,8
8.564,11,2,8
8.03,12,2,8
7.496,13,2,8
6.962,16,2,8
6.428,15,2,8
5.894,13,2,8
5.36,17,2,8
4.826,16,2,8
4.292,14,2,8
3.758,14,2,8
3.224,19,2,8
2.69,18,2,8
2.156,18,2,8
1.622,18,2,8
1.088,20,2,8
0.554,20,2,8
0.02,20,2,8
774.419999999999,5,1,9
730.291999999999,1,2,9
653.068,1,2,9
426.378,1,2,9
398.798,1,2,9
238.299999999999,1,2,9
227.267999999999,1,2,9
188.121999999999,1,2,9
182.605999999999,1,2,9
166.058,1,2,9
148.976,1,2,9
131.894000000001,1,2,9
126.378000000001,2,2,9
120.328000000001,1,2,9
114.812000000001,2,2,9
108.762,1,2,9
97.1960000000003,1,2,9
91.1460000000002,1,2,9
79.5800000000001,1,2,9
73.53,1,2,9
67.4799999999999,1,2,9
61.4299999999999,2,2,9
60.3619999999999,1,2,9
59.8279999999999,2,2,9
59.2939999999999,2,2,9
58.7599999999999,5,2,9
58.2259999999999,1,2,9
57.6919999999999,1,2,9
56.6239999999999,3,2,9
56.0899999999999,2,2,9
55.5559999999999,2,2,9
54.4879999999999,3,2,9
53.9539999999999,3,2,9
53.4199999999999,2,2,9
52.8859999999999,2,2,9
52.3519999999999,3,2,9
51.8179999999999,2,2,9
51.2839999999999,4,2,9
49.6819999999999,2,2,9
48.0799999999999,2,2,9
47.5459999999999,1,2,9
47.012,2,2,9
46.478,2,2,9
45.944,3,2,9
44.876,1,2,9
43.808,2,2,9
43.274,3,2,9
42.74,2,2,9
42.206,3,2,9
41.672,1,2,9
41.138,6,2,9
40.604,2,2,9
40.07,7,2,9
39.536,2,2,9
39.002,3,2,9
38.468,3,2,9
37.934,1,2,9
37.4,4,2,9
36.866,5,2,9
36.332,5,2,9
35.798,6,2,9
35.264,4,2,9
34.73,2,2,9
34.196,3,2,9
33.662,3,2,9
33.128,4,2,9
32.594,7,2,9
32.06,3,2,9
31.526,4,2,9
30.992,6,2,9
30.458,4,2,9
29.924,5,2,9
29.39,3,2,9
28.856,7,2,9
28.322,4,2,9
27.788,4,2,9
27.254,7,2,9
26.72,6,2,9
26.186,9,2,9
25.652,6,2,9
25.118,5,2,9
24.584,12,2,9
24.05,4,2,9
23.516,3,2,9
22.982,5,2,9
22.448,12,2,9
21.914,10,2,9
21.38,2,2,9
20.846,13,2,9
20.312,9,2,9
19.778,8,2,9
19.244,6,2,9
18.71,11,2,9
18.176,6,2,9
17.642,9,2,9
17.108,6,2,9
16.574,11,2,9
16.04,12,2,9
15.506,9,2,9
14.972,8,2,9
14.438,11,2,9
13.904,12,2,9
13.37,11,2,9
12.836,10,2,9
12.302,12,2,9
11.768,11,2,9
11.234,12,2,9
10.7,10,2,9
10.166,13,2,9
9.632,10,2,9
9.098,13,2,9
8.564,9,2,9
8.03,13,2,9
7.496,14,2,9
6.962,11,2,9
6.428,14,2,9
5.894,15,2,9
5.36,17,2,9
4.826,13,2,9
4.292,15,2,9
3.758,15,2,9
3.224,18,2,9
2.69,18,2,9
2.156,18,2,9
1.622,18,2,9
1.088,19,2,9
0.554,19,2,9
0.02,20,2,9
266.22,10,1,10
260.17,11,1,10
254.654,1,2,10
238.106,1,2,10
227.074,1,2,10
221.558,1,2,10
209.992,1,2,10
198.96,2,2,10
182.412,2,2,10
176.896,2,2,10
171.38,1,2,10
165.864,1,2,10
160.348,1,2,10
154.832,2,2,10
149.316,1,2,10
137.75,1,2,10
132.234,2,2,10
126.718,3,2,10
121.202,3,2,10
115.686,3,2,10
104.12,2,2,10
98.6040000000001,3,2,10
93.0880000000002,1,2,10
87.0380000000002,3,2,10
81.5220000000002,8,2,10
76.0060000000001,2,2,10
69.956,9,2,10
64.44,3,2,10
58.39,6,2,10
52.34,1,2,10
46.824,8,2,10
40.774,12,2,10
34.724,8,2,10
28.674,7,2,10
22.624,10,2,10
16.574,8,2,10
16.04,12,2,10
15.506,9,2,10
14.972,8,2,10
14.438,15,2,10
13.904,6,2,10
13.37,10,2,10
12.836,10,2,10
12.302,14,2,10
11.768,10,2,10
11.234,11,2,10
10.7,11,2,10
10.166,12,2,10
9.632,13,2,10
9.098,12,2,10
8.564,11,2,10
8.03,14,2,10
7.496,15,2,10
6.962,16,2,10
6.428,16,2,10
5.894,16,2,10
5.36,13,2,10
4.826,17,2,10
4.292,16,2,10
3.758,10,2,10
3.224,15,2,10
2.69,15,2,10
2.156,19,2,10
1.622,17,2,10
1.088,19,2,10
0.554,20,2,10
0.02,20,2,10
290.42,13,1,11
284.37,6,1,11
278.854,1,2,11
273.338,1,2,11
262.306,1,2,11
256.79,1,2,11
245.758,1,2,11
240.242,1,2,11
234.726,1,2,11
217.644,1,2,11
212.128,1,2,11
201.096,2,2,11
195.58,1,2,11
184.548,1,2,11
179.032,1,2,11
173.516,2,2,11
161.95,1,2,11
156.434,1,2,11
150.918,2,2,11
145.402,2,2,11
139.886,1,2,11
134.37,3,2,11
128.854,4,2,11
117.288,3,2,11
111.772,1,2,11
106.256,4,2,11
100.74,1,2,11
94.6900000000002,1,2,11
89.1740000000002,1,2,11
83.6580000000002,3,2,11
77.6080000000001,3,2,11
72.0920000000001,6,2,11
66.042,2,2,11
60.526,3,2,11
54.476,5,2,11
48.96,1,2,11
42.91,9,2,11
36.86,8,2,11
30.81,8,2,11
24.76,9,2,11
18.71,4,2,11
18.176,10,2,11
17.642,8,2,11
17.108,11,2,11
16.574,8,2,11
16.04,12,2,11
15.506,5,2,11
14.972,7,2,11
14.438,15,2,11
13.904,10,2,11
13.37,13,2,11
12.836,11,2,11
12.302,8,2,11
11.768,10,2,11
11.234,12,2,11
10.7,14,2,11
10.166,11,2,11
9.632,16,2,11
9.098,14,2,11
8.564,13,2,11
8.03,13,2,11
7.496,11,2,11
6.962,16,2,11
6.428,11,2,11
5.894,15,2,11
5.36,18,2,11
4.826,17,2,11
4.292,18,2,11
3.758,17,2,11
3.224,18,2,11
2.69,17,2,11
2.156,17,2,11
1.622,20,2,11
1.088,19,2,11
0.554,20,2,11
0.02,20,2,11
871.255999999998,1,1,12
725.873999999999,1,1,12
623.734,1,1,12
597.932,1,1,12
560.03,1,1,12
542.414,1,1,12
524.798,1,1,12
377.11,1,2,12
298.284,1,2,12
108.598,1,2,12
102.014,1,2,12
98.2760000000003,1,2,12
96.1400000000003,1,2,12
94.5380000000003,1,2,12
93.4700000000003,1,2,12
91.8680000000002,1,2,12
88.6640000000002,1,2,12
88.1300000000002,1,2,12
87.5960000000002,1,2,12
85.4600000000002,1,2,12
84.3920000000002,1,2,12
81.7220000000001,1,2,12
79.5860000000001,2,2,12
79.0520000000001,1,2,12
76.9160000000001,1,2,12
75.8480000000001,1,2,12
75.314,1,2,12
74.78,1,2,12
73.712,2,2,12
72.644,1,2,12
72.11,1,2,12
70.508,1,2,12
69.974,3,2,12
68.906,4,2,12
67.838,1,2,12
66.77,1,2,12
66.2359999999999,1,2,12
65.1679999999999,1,2,12
64.6339999999999,2,2,12
63.0319999999999,2,2,12
61.9639999999999,1,2,12
60.8959999999999,1,2,12
60.3619999999999,2,2,12
59.8279999999999,1,2,12
59.2939999999999,3,2,12
58.7599999999999,1,2,12
58.2259999999999,1,2,12
57.6919999999999,2,2,12
57.1579999999999,1,2,12
56.6239999999999,1,2,12
56.0899999999999,1,2,12
55.5559999999999,1,2,12
55.0219999999999,2,2,12
54.4879999999999,2,2,12
53.9539999999999,4,2,12
53.4199999999999,3,2,12
52.8859999999999,2,2,12
52.3519999999999,3,2,12
51.8179999999999,1,2,12
51.2839999999999,1,2,12
50.7499999999999,1,2,12
50.2159999999999,2,2,12
49.6819999999999,3,2,12
49.1479999999999,3,2,12
48.6139999999999,2,2,12
48.0799999999999,2,2,12
47.012,4,2,12
46.478,4,2,12
45.944,3,2,12
45.41,1,2,12
44.876,2,2,12
44.342,7,2,12
43.808,2,2,12
43.274,5,2,12
42.74,1,2,12
42.206,2,2,12
41.672,3,2,12
41.138,5,2,12
40.604,3,2,12
40.07,4,2,12
39.536,3,2,12
39.002,1,2,12
38.468,6,2,12
37.934,1,2,12
37.4,3,2,12
36.866,4,2,12
36.332,3,2,12
35.798,5,2,12
35.264,4,2,12
34.73,2,2,12
33.662,3,2,12
33.128,5,2,12
32.594,6,2,12
32.06,4,2,12
31.526,5,2,12
30.992,4,2,12
30.458,5,2,12
29.924,8,2,12
