"taxonobservation_id","observation_type","scrubbed_family","scrubbed_species_binomial","latitude","longitude","elevation_m","country","state_province","county","locality_description","plot_name","is_new_world","is_geovalid","event_date","date_collected","plot_sampling_protocol","identified_by","datasource","datasource_id","dataset","dataowner","custodial_institution_codes","collection_code","collector","collection_number","is_cultivated","nsr_native_status","nsr_is_introduced",
"39200424","specimen","Bignoniaceae","Chilopsis linearis","","","","Mexico","Tamaulipas","","","","1","","","","","","GBIF","272","US","US","US","Botany","H. Bartlett","","","UNK","",
"39209875","specimen","Bignoniaceae","Chilopsis linearis","33.9157999999999973","-112.412999999999997","621","United States","Arizona","","New River near bridge on US 89","","1","1","","1935-04-12","","","GBIF","397","ASU","ASU","ASU","ASUPlants","CW McLellan & LL Stitt","","","P","0",
"39218387","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","California","Riverside County","Colorado Desert at Palm Springs","","1","","","1906-05-01","","","GBIF","1092","CAS","CAS","CAS","BOT","Geo. B. Grant","","","P","0",
"39226373","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","California","","California","","1","","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"39250169","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Pinal County","Sacaton. Ex. hort.","","","","","1992-05-10","","","GBIF","397","ASU","ASU","ASU","ASUPlants","A. Rea","","","","",
"39278999","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","California","","","","1","","","","","","GBIF","272","US","US","US","Botany","","","","P","0",
"39281265","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","New Mexico","","New Mexicos","","1","","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"39332364","specimen","Bignoniaceae","Chilopsis linearis","33.1355980000000017","-107.185843000000006","","United States","New Mexico","Sierra","Sierra County, New Mexico","","1","1","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"39764023","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Grant","Gila River, 1 mi S Cliff","","","","","1976-07-03","","","GBIF","1382","SNM","SNM","SNM","Herb","J.A. Cook","","","","",
"39922922","specimen","Bignoniaceae","Chilopsis linearis","","","","U.S.A.","California","Riverside","North America","","","","","","","","GBIF","115","UCBG","UCBG","UCBG","Californian","Bartholomew, B.","","","","",
"39954436","specimen","Bignoniaceae","Chilopsis linearis","33.3181000000000012","-107.116900000000001","","United States","New Mexico","Sierra","Walnut Spring. Fra Cristobal Mountains, Armendaris Ranch.","","1","1","","1998-05-30","","","GBIF","1413","UNM","UNM","UNM","Herb","T. de Carvallo","","","P","0",
"40047936","specimen","Bignoniaceae","Chilopsis linearis","32.927289039999998","-105.771245399999998","","United States","New Mexico","Otero","Dry Canyon, Sacramento Mountains.","","1","1","","1978-07-12","","","GBIF","1413","UNM","UNM","UNM","Herb","R. Fletcher","","","P","0",
"40338201","specimen","Bignoniaceae","Chilopsis linearis","24.7347222222220005","-99.9136111111109955","670","Mexico","Nuevo León","Iturbide","Las Anacuas","","1","1","","1980-05-12","","B. L. Turner","GBIF","1344","No aplica","No aplica","No aplica","Hinton","Hinton et al.","","","UNK","",
"51702623","specimen","Bignoniaceae","Chilopsis linearis","32.3815999999999988","-112.790000000000006","488","United States","Arizona","Pima","Along Sikort Chuapo Wash; ca. 4 miles east of Ajo, AZ; Ajo 15' Quad.","","1","1","","1981-04-22","","","GBIF","397","ASU","ASU","ASU","ASUPlants","M. Butterwick","","","P","0",
"54452228","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","504","OKLA","OKLA","OKLA","955","","","","","",
"54641417","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","948","CSU","CSU","CSU","s.n.","","","","","",
"63416685","specimen","Bignoniaceae","Chilopsis linearis","","","","United States of America","Arizona","Mohave Co.","2 miles northwest of rest stop on side road in the Virgin Narrows along I-15; habitat: Rocky ground","","","","","1976-05-28","","","NY","104","NY","NY","NY","Herbarium","N. D. Atwood","6672","","","",
"68119288","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","1008","MNHN","MNHN","MNHN","p","","","","","",
"68611808","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","1008","MNHN","MNHN","MNHN","p","","","","","",
"79100771","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Bernalillo","Mesas southeast of Albuquerque.","","","","","1936-06-03","","J. Henrickson","GBIF","1413","UNM","UNM","UNM","Herb","C.B. Carter","","","","",
"79050207","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Grant","North of Cliff.","","","","","1942-08-16","","J. Henrickson","GBIF","1413","UNM","UNM","UNM","Herb","O.M. Clark","","","","",
"66085063","specimen","Bignoniaceae","Chilopsis linearis","32.217663899999998","-104.825605100000004","","United States","New Mexico","Eddy","Guadalupe.","","1","1","","1962-08-31","","J. Henrickson","GBIF","1413","UNM","UNM","UNM","Herb","J.S. Tixier","","","P","0",
"58536190","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Utah","","Southwestern Utah","","1","","","1930-06-24","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","FISK","s.n.","0","P","0",
"58494487","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Arizona","","[Locality information hidden to protect endangered species]","","1","","","1903-03-31","","J. Henrickson,","MO","281","MO","MO","MO","","David Griffiths","4362","0","P","0",
"58464208","specimen","Bignoniaceae","Chilopsis linearis","34.8430559823271011","-116.177553359114995","","United States","California","San Bernardino","Big Morango","","1","","","1894-06-15","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Samuel B. Parish","3187","0","P","0",
"58082260","specimen","Bignoniaceae","Chilopsis linearis","34.6730781081995971","-120.018237520970004","","United States","California","Santa Barbara","In cultivation. Gaudalupe.","","1","","","1933-07-23","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Delzie Demaree","10434A","0","P","0",
"58013949","specimen","Bignoniaceae","Chilopsis linearis","34.5328000000000017","-111.808000000000007","975","United States","Arizona","Yavapai","4.5 miles ESE to Camp Verde on north side of main road","","1","1","","1979-06-24","","","GBIF","397","ASU","ASU","ASU","ASUPlants","J. Strachan","","","P","0",
"37142330","specimen","Bignoniaceae","Chilopsis linearis","","","","United States of America","Utah","","St. George","","","","","1877-01-01","","J. Henrickson","NY","104","NY","NY","NY","Herbarium","E. Palmer","391","","","",
"36595535","specimen","Bignoniaceae","Chilopsis linearis","","","1219","United States of America","Nevada","Nye Co.","3600 ft at roadside, 4400 ft. at ridge top. Seep Canyon","","","","","1974-05-30","","J. Henrickson","NY","104","NY","NY","NY","Herbarium","H. N. Mozingo","74-8","","","",
"30975702","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","CA","Riverside County","Riverside; Fish Hatchery; 1 mi. below; n. base San Jacinto Mts., Snow Creek Canyon","","","","","","","","GBIF","1021","UCJEPS","UCJEPS","UCJEPS","UC","Carl B. Wolf","","","","",
"30783850","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","CA","San Bernardino County","San Bernardino; Mitchell's Caverns; in flat below; Colton Hills Wash; Mojave Desert, Providence Mts., Colton Hills Wash","","","","","","","","GBIF","1021","UCJEPS","UCJEPS","UCJEPS","JEPS","Mary Beal","","","","",
"12413856","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Maricopa","Tempe, Arizona State University Campus","","","","","","","Ronald R Weedon","GBIF","788","KU","KU","KU","KANU","Melissa A Rossow","","","","",
"36720316","specimen","Bignoniaceae","Chilopsis linearis","","","488","United States","Arizona","Mohave","[Locality information hidden to protect endangered species]","","1","1","","1969-06-03","","J. Henrickson","NY","104","NY","NY","NY","Herbarium","N. H. Holmgren","3447-a","","P","0",
"22786637","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","New Mexico","","Upper Rio Grande.","","1","","","1851-01-01","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Charles (Carlos) Wright","1447","0","P","0",
"22824005","specimen","Bignoniaceae","Chilopsis linearis","31.524460355130099","-110.844358623600996","","United States","Arizona","Santa Cruz","on State Highway 83 near mile marker 57, N of Sonoita. Gently rolling hills.","","1","","","1986-05-05","","R.G. Walter","MO","281","MO","MO","MO","","Richard G. Walter & Verda Walter","11034","0","P","0",
"22950561","specimen","Bignoniaceae","Chilopsis linearis","27.4800000000000004","-99.5","150","Mexico","Veracruz","","Tamaulipas, Nuevo Laredo. En la Ciudad de Nuevo Laredo, en la avenida Juárez. Selva baja espinosa. Muy cálido. Cafe calizo.; <Conabio: 99.50 27.48>","","1","0","","1978-07-24","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Juan Ismael Calzada","4609","0","UNK","",
"23018360","specimen","Bignoniaceae","Chilopsis linearis","36.0777667347982032","-96.9772415745247969","","United States","Oklahoma","Payne","2 miles west of Stillwater. Loam soil.","","1","","","1939-07-20","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Don G. Clarke","99","0","P","0",
"23524076","specimen","Bignoniaceae","Chilopsis linearis","30.7164983841238985","-104.144306265035993","","United States","Texas","Jeff Davis","Davis Mountains. Rocky ground, shingle and rubble, along bed of creek.","","1","","","1926-06-14","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Ernest J. Palmer","30878","0","P","0",
"23657843","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","New Mexico","","Organ Mountains. Van Patten's.","","1","","","1906-06-11","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Paul C. Standley","s.n.","0","P","0",
"31624447","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","1008","MNHN","MNHN","MNHN","p","","","","","",
"31976111","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","1008","MNHN","MNHN","MNHN","p","","","","","",
"38505917","specimen","Bignoniaceae","Chilopsis linearis","34.1094399999999993","-111.353059999999999","990","United States","Arizona","Gila","Valley, W of Rye. Stony flat.","","1","1","","1938-06-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","F.W. Pennell","","","P","0",
"38529462","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Maricopa County","20 miles south of Gila Bend, AZ; on Highway 85","","","","","1963-04-19","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Joseph A. Sprankle","","","","",
"38533853","specimen","Bignoniaceae","Chilopsis linearis","33.9878","-111.151499999999999","1280","United States","Arizona","Gila","Top of Chalk Hill, Sierra Ancha. In sandy gravel in Acacia-mesquite arroyo.","","1","1","","1960-07-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","R.R. Johnson","","","P","0",
"38557287","specimen","Bignoniaceae","Chilopsis linearis","34.9125000000000014","-111.726799999999997","","United States","Arizona","Coconino","8 mi south of Sedona, Oak Creek Canyon. .","","1","1","","1940-06-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","M. Wetherill","","","P","0",
"38565080","specimen","Bignoniaceae","Chilopsis linearis","33.9344999999999999","-112.692999999999998","610","United States","Arizona","Maricopa","Hassayampa River Preserve ( ca. two miles southeast of Wickenburg on Highway 89)","","1","1","","","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Wolden, L.","","","P","0",
"38592981","specimen","Bignoniaceae","Chilopsis linearis","32.3236100000000022","-112.040559999999999","609","United States","Arizona","Pima","3 mi (by Ventana road) W of Santa Rosa, Papago Indian Reservation. Riparian, Lower Sonoran with Prosopis, Larrea, Ambrosia.","","1","1","","1969-05-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","M.D. Robinson","","","P","0",
"38604197","specimen","Bignoniaceae","Chilopsis linearis","32.3220000000000027","-110.808999999999997","","United States","Arizona","Pima","Sabino Canyon, Santa Catalina Mountains. .","","1","1","","1902-03-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","J.J. Thornber","","","P","0",
"38690332","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Yavapai County","Sycamore Canyon Wilderness; Sycamore Creek; south of Summer Spring; ca. 3k southwest of Black Mountains","","","","","1992-05-29","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Theresa Wright","","","","",
"38757155","specimen","Bignoniaceae","Chilopsis linearis","32.936517000000002","-109.891346999999996","","United States","Arizona","Graham","Graham County, Arizona","","1","1","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"38915515","specimen","Bignoniaceae","Chilopsis linearis","32.0379999999999967","-108.533000000000001","","United States","New Mexico","Grant","Mogollon Below, Plot 9U, Gila River Biodiversity Study","","1","1","","","","Hillary Loring","GBIF","788","KU","KU","KU","KANU","Hillary Loring","","","P","0",
"39152124","specimen","Bignoniaceae","Chilopsis linearis","30.2260090000000012","-102.066907","","United States","Texas","Terrell","Terrell County, Texas","","1","1","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"39249483","specimen","Bignoniaceae","Chilopsis linearis","36.2432999999999979","-113.315799999999996","","United States","Arizona","Mohave","Grand Canyon Parashant NM, Parashant Canyon. Acacia- Chilopsis comm. In drainage bottom.","","1","1","","2001-05-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","N. D. Atwood","","","P","0",
"39299451","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Maricopa County","Gilbert, Riparian Preserve at Water Ranch, between Ponds 5, 6 & 7 at junction of Sandpiper Escape and Desert Willow Way","","","","","2008-09-24","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Raul Gutierrez","","","","",
"39725358","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Grant","5 mi N Cliff, Gila River","","","","","","","","GBIF","1382","SNM","SNM","SNM","Herb","T.C. Heiner","","","","",
"39928693","specimen","Bignoniaceae","Chilopsis linearis","33.4091260000000005","-105.553656000000004","","United States","New Mexico","Lincoln","North America; El Malpais National Monument","","1","1","","","","","GBIF","115","UCBG","UCBG","UCBG","New World Desert","Kintgen, M., M. Bone & P. Kelaidis","","","P","0",
"53892116","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","948","CSU","CSU","CSU","021","","","","","",
"54224526","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","477","OKL","OKL","OKL","400-00","","","","","",
"62903100","specimen","Bignoniaceae","Chilopsis linearis","36.9620999999999995","-114.968800000000002","756","United States","Nevada","Lincoln","US 93, 0.5 miles S of Kane Springs, road junction, where Kane Springs Wash drainage joins the Pahranagat Wash; habitat: Sandy","","1","1","","1986-05-15","","A. P. Pinzl","NY","104","NY","NY","NY","Herbarium","A. P. Pinzl","7274","","P","0",
"63027667","specimen","Bignoniaceae","Chilopsis linearis","","","1200","United States of America","Utah","Washington Co.","Cedar Pockets Wash; habitat: Gravelly limestone soil; mixed desert shrub community","","","","","2000-05-23","","","NY","104","NY","NY","NY","Herbarium","L. C. Higgins","21358","","","",
