"taxonobservation_id","observation_type","scrubbed_family","scrubbed_species_binomial","latitude","longitude","elevation_m","country","state_province","county","locality_description","plot_name","is_new_world","is_geovalid","event_date","date_collected","plot_sampling_protocol","identified_by","datasource","datasource_id","dataset","dataowner","custodial_institution_codes","collection_code","collector","collection_number","is_cultivated","nsr_native_status","nsr_is_introduced",
"39297524","specimen","Bignoniaceae","Chilopsis linearis","34.4699833333000001","-114.416399999999996","145","United States","California","San Bernardino","Whipple Mountains: Chemehuevi Wash, near Colorado River. Along BLM trail Elev. given as 474 ft.","","1","1","","2003-09-07","","","GBIF","1092","CAS","CAS","CAS","BOT","Sarah J. De Groot; Angela Gatto","","","P","0",
"39344122","specimen","Bignoniaceae","Chilopsis linearis","33.0767000000000024","-111.7393","","United States","Arizona","Pinal","Sacaton. .","","1","1","","1992-05-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","Amadeo M. Rea","","","P","0",
"39357087","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","167","KVL","KVL","KVL","Arboretum","","","","","",
"39375227","specimen","Bignoniaceae","Chilopsis linearis","","","0","USA","Texas","Pecos County","unspecified","","","","","","","","GBIF","830","LSU","LSU","LSU","Herbarium","Tharp, B. C.","","","","",
"39612017","specimen","Bignoniaceae","Chilopsis linearis","33.4420000000000002","-104.358999999999995","","United States","New Mexico","Chaves","Flora of the National Guard, Roswell.","","1","1","","1997-06-24","","","GBIF","1413","UNM","UNM","UNM","Herb","Y. Chauvin","","","P","0",
"39973933","specimen","Bignoniaceae","Chilopsis linearis","35.1433333331100002","-115.963333333660003","300","United States","California","San Bernardino","Location:  Mohave Desert, Hwy. 127 about 15 km southeast of Baker.","","1","1","","1992-04-30","","","GBIF","1207","UVSC","UVSC","UVSC","Herb","James G. Harris","","","P","0",
"40280942","specimen","Bignoniaceae","Chilopsis linearis","32.7700000000000031","-108.280000000000001","","United States","New Mexico","Grant","Behind greenhouse, WNMU","","1","1","","2004-11-16","","","GBIF","1382","SNM","SNM","SNM","Herb","D.A. Johnson","","1","P","0",
"54420116","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","504","OKLA","OKLA","OKLA","364","","","","","",
"58020860","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Graham County","SE of Santa Teresa foothills","","","","","1968-10-19","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Elinor Lehto","","","","",
"63133597","specimen","Bignoniaceae","Chilopsis linearis","","","","United States of America","Utah","Washington Co.","Beaver Dam Wash, 7 miles west of Joshua Tree Forest; habitat: Larrea divaricata/Encelia fruticosa/ Coleogyne ramosissima association","","","","","1984-05-26","","","NY","104","NY","NY","NY","Herbarium","B. Neely","2038","","","",
"63454277","specimen","Bignoniaceae","Chilopsis linearis","36.9827000000000012","-113.929400000000001","671","United States","Arizona","Mohave","At Littlefield; habitat: Cultivated ornamentals and food plants","","1","1","","1984-10-05","","","NY","104","NY","NY","NY","Herbarium","S. L. Welsh","23209","1","P","0",
"79845899","specimen","Bignoniaceae","Chilopsis linearis","29.7583333333333329","101","","United States","Texas","Val Verde","Along Dolan Creek, near Dolan Falls.; habitat: Thickets on limestone platforms. Common bush 2.5-3 m high.","","1","0","","1999-10-01","","B. L. Turner, 2005","TEX","544","TEX","TEX","TEX","TEX","Grady L. Webster and Burford Westlund","33159","0","P","0",
"79570148","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","(Sierra)","Berrenda Creek; In and around the south end of the Black Range.","","","","","1904-05-20","","J. Henrickson","GBIF","1413","UNM","UNM","UNM","Herb","O.B. Metcalfe","","","","",
"78938623","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Guadalupe","South of Vaughn.","","","","","1948-06-05","","J. Henrickson","GBIF","1413","UNM","UNM","UNM","Herb","H.J. Dittmer","","","","",
"78915426","specimen","Bignoniaceae","Chilopsis linearis","35.1803718500000002","-106.771668199999993","","United States","New Mexico","Bernalillo","9.5 miles northwest of Albuquerque.","","1","1","","1953-06-08","","J. Henrickson","GBIF","1413","UNM","UNM","UNM","Herb","E.F. Castetter","","","P","0",
"58569699","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Maricopa County","AZ Highway 88; 10 miles east of Fish Creek","","","","","1962-05-19","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Elinor Lehto","","","","",
"58141385","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Arizona","","[Locality information hidden to protect endangered species]","","1","","","","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Edward Palmer","112","0","P","0",
"37329100","specimen","Bignoniaceae","Chilopsis linearis","","","","United States of America","Utah","Washington Co.","Beaver Dam Wash, Terry's Ranch; habitat: Sandy, gravelly bottom","","","","","1969-10-05","","J. Henrickson","NY","104","NY","NY","NY","Herbarium","S. L. Welsh","9527","","","",
"37165794","specimen","Bignoniaceae","Chilopsis linearis","","","","United States of America","Utah","Washington Co.","Dixie State Park; habitat: Sandy soil; Growing with Encelia, Euphorbia, Croton, Tridens, Lotus, Abronia, and Datura","","","","","1968-05-28","","J. Henrickson","NY","104","NY","NY","NY","Herbarium","N. D. Atwood","1467","","","",
"31466918","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","CA","San Diego County","San Diego; Jacumba","","","","","","","","GBIF","1021","UCJEPS","UCJEPS","UCJEPS","UC","C. R. Orcutt","","","","",
"31326708","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","CA","Riverside County","Riverside; Banning; along watercourse at base of McMullin Trail","","","","","","","","GBIF","1021","UCJEPS","UCJEPS","UCJEPS","UC","E. C. Jaeger","","","","",
"31164506","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","CA","San Bernardino County","San Bernardino; Needles; 11.3 mi. n.w.; right side of rd. on way to Goffs","","","","","","","","GBIF","1021","UCJEPS","UCJEPS","UCJEPS","JEPS","Annie M. Alexander","","","","",
"31027129","specimen","Bignoniaceae","Chilopsis linearis","34.4667200000000022","-114.400270000000006","144","United States","California","San Bernardino","Whipple Mountains: Chemehuevi Wash, near Colorado River. Along BLM trail. Coarse sandy wash.","","1","1","","2003-09-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","Sarah J. De Groot","","","P","0",
"30863909","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","CA","Riverside County","Riverside; Pinyon Well grade; Cottonwood Mts., Pinyon Well grade","","","","","","","","GBIF","1021","UCJEPS","UCJEPS","UCJEPS","JEPS","W. L. Jepson","","","","",
"30542661","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Arizona","Cochise","[Locality information hidden to protect endangered species]","","1","1","","1939-07-01","","J. Henrickson","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","O.M. Clark","","","P","0",
"19415704","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Doña Ana","Collected in the Organ Mts.; Philip ranch","","","","","1894-06-25","","J. Henrickson","GBIF","1424","NMC","NMC","NMC","Herb","E.O. Wooton","","","","",
"18952254","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Doña Ana","Collected on the mesa west of the Organ Mts.","","","","","1891-06-01","","J. Henrickson","GBIF","1424","NMC","NMC","NMC","Herb","E.O. Wooton","","","","",
"58607236","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Arizona","","[Locality information hidden to protect endangered species]","","1","","","1881-05-13","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Cyrus G. Pringle","13816","0","P","0",
"22711541","specimen","Bignoniaceae","Chilopsis linearis","25.4699999999999989","-101.459999999999994","","Mexico","Coahuila","","San Juan, 30 miles west of Saltillo.; <Conabio: 101.46 25.47>","","1","1","","1846-05-20","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","A. Wislizenus","301","0","UNK","",
"22884390","specimen","Bignoniaceae","Chilopsis linearis","29.8104654010655992","-103.251421133492997","","United States","Texas","Brewster","14 mi E of Castolon, S edge of Chisos Mts.","","1","","","1937-05-12","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Hugh C. Cutler","1030","0","P","0",
"23064024","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","New Mexico","Doña Ana","Riley's Ranch","","1","","","1894-06-25","","","MO","281","MO","MO","MO","","Elmer O. Wooton","s.n.","0","P","0",
"23211019","specimen","Bignoniaceae","Chilopsis linearis","30.7219845476665014","-101.409526960799994","750","United States","Texas","Crockett","west of the town of Ozona on U.S. route 290. Roadside.","","1","","","1973-07-06","","A. Gentry (MO)","MO","281","MO","MO","MO","","David E. Boufford","10618","0","P","0",
"23583847","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","New Mexico","","Rhodes Pass, 30 mi E of Engle","","1","","","1938-06-05","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Hugh C. Cutler","2025","0","P","0",
"23586493","specimen","Bignoniaceae","Chilopsis linearis","25.6700000000000017","-100.299999999999997","","Mexico","Nuevo León","","<Conabio: 100.30 25.67>{bignon-34396}","","1","1","","1911-01-01","","","MO","281","MO","MO","MO","","see Nicolas, (Léon MarieJoseph) Gustave","6426","0","UNK","",
"31225091","specimen","Bignoniaceae","Chilopsis linearis","33.7482707193254967","-115.992549855093003","","United States","California","Riverside","Cottonwood Springs","","1","","","1916-05-13","","","GBIF","272","US","US","US","Botany","B. Evermann","","","P","0",
"38455276","specimen","Bignoniaceae","Chilopsis linearis","","","670.559999999999945","United States","California","San Diego County","3.1 miles east of Banner, San Felipe Valley","","1","","","1961-08-05","","","GBIF","1092","CAS","CAS","CAS","DS","D. E. Breedlove","","","P","0",
"38467208","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Cochise County","Dos Cabezas Mountains; ca. 3-4 miles south of town of Dos Cabezas. SEE BOXED SPECIMEN","","","","","1994-02-14","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Lyle A. McGill","","","","",
"38481381","specimen","Bignoniaceae","Chilopsis linearis","31.782","-111.016199999999998","","United States","Arizona","Pima","White House. .","","1","1","","","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","F. Krunso","","","P","0",
"38489676","specimen","Bignoniaceae","Chilopsis linearis","33.8844700000000003","-117.062650000000005","450","United States","California","Riverside","South Coast; San Jacinto Valley: Gilman Springs Road, 1.13 mi. (air) sout of Eden Hot Springs, below Mt. Eden. Near roadside, along wash at mouth of canyon from the badlands.","","1","1","","2008-07-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","A.C. Sanders","","","P","0",
"38576498","specimen","Bignoniaceae","Chilopsis linearis","33.0508999999999986","-109.296199999999999","","United States","Arizona","Greenlee","1/2 mi north of Clifton. In sandy bottom of river.","","1","1","","1935-06-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","Moeller","","","P","0",
"38580560","specimen","Bignoniaceae","Chilopsis linearis","33.0767000000000024","-111.739000000000004","","United States","Arizona","Pinal","Sacaton. Ex. hort.","","1","1","","1992-05-10","","","GBIF","397","ASU","ASU","ASU","ASUPlants","A. Rea","","","P","0",
"38678823","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Doña Ana","NMSU College Ranch: southwest foothills of Dona Ana Mts, just east of hwy I-10, creosote community","","","","","","","","GBIF","949","NMCR","NMCR","NMCR","Herb","College Ranch Collection","","","","",
"38687428","specimen","Bignoniaceae","Chilopsis linearis","34.2333300000000023","-111.333330000000004","","United States","Arizona","Gila","Payson. .","","1","1","","","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","N. Jones","","","P","0",
"38760173","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Graham County","Just outside of San Carlos, AZ; along Seven Mile Wash","","","","","1979-07-12","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Jan Gish","","","","",
"38830043","specimen","Bignoniaceae","Chilopsis linearis","37.6415149999999983","-114.875416000000001","","United States","Nevada","Lincoln","Lincoln County, Nevada","","1","1","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"38831587","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Maricopa County","","","","","","","","","GBIF","397","ASU","ASU","ASU","ASUPlants","L. R. Landrum","","","","",
"38845730","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","California","Imperial County","16 miles west of Yuma, Ariz., on border of Sand Hills, Col. Desert","","1","","","1925-06-29","","","GBIF","1092","CAS","CAS","CAS","DS","H. E. McMinn","","","P","0",
"38937178","specimen","Bignoniaceae","Chilopsis linearis","31.9250000000000007","-109.174999999999997","1539","United States","Arizona","Cochise","Along Silver Creek, AVA Ranch (Portal). .","","1","1","","1963-06-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","R.J. Barr","","","P","0",
"39080241","specimen","Bignoniaceae","Chilopsis linearis","31.7902999999999984","-111.444999999999993","975","United States","Arizona","Pima","Along AZ hwy 286, 22.4 mi south of Robles Jct., Buenos Aires Nat Wildlife Refuge. Desert grassland with mesquite, burroweed, Eragrostis lehmanniana.","","1","1","","1988-05-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","S.P. McLaughlin","","1","P","0",
"39126380","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","California","San Diego County","Borego [Borrego] Valley","","1","","","1927-05-18","","","GBIF","1092","CAS","CAS","CAS","BOT","Frank Tose","","","P","0",
"39144256","specimen","Bignoniaceae","Chilopsis linearis","32.0429999999999993","-110.085400000000007","","United States","Arizona","Cochise","Along Dragoon road between I-10 and F.F. Ranch road, Texas Canyon area. .","","1","1","","1969-07-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","R.D. Newsome","","","P","0",
"39150228","specimen","Bignoniaceae","Chilopsis linearis","30.1037980000000012","-97.3115430000000003","","United States","Texas","Bastrop","Bastrop County, Texas","","1","1","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"39231957","specimen","Bignoniaceae","Chilopsis linearis","32.2691700000000026","-110.875829999999993","","United States","Arizona","Pima","Rillito Valley, near Tanque Verde Wash. A common species.","","1","1","","1913-06-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","J.J. Thornber","","","P","0",
"39234509","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Graham County","Bonita Creek","","","","","1977-05-26","","","GBIF","397","ASU","ASU","ASU","ASUPlants","W. L. Minckley & associates","","","","",
"39244978","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Pinal County","Maricopa, Vekol wash near corner of Warren and Val Vista.","","","","","2001-09-09","","","GBIF","397","ASU","ASU","ASU","ASUPlants","L. R. Landrum","","","","",
"39294220","specimen","Bignoniaceae","Chilopsis linearis","30.7813909999999993","-102.723149000000006","","United States","Texas","Pecos","Pecos County, Texas","","1","1","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"39301360","specimen","Bignoniaceae","Chilopsis linearis","","","1371.59999999999991","United States","California","San Bernardino County","Kaiser Iron Mine, e. of Kelso","","1","","","1952-05-31","","","GBIF","1092","CAS","CAS","CAS","BOT","P. A. Munz; P. C. Everett","","","P","0",
"39318155","specimen","Bignoniaceae","Chilopsis linearis","31.7583300000000008","-110.700000000000003","1463","United States","Arizona","Pima","Ophir Gulch, 4 mi north and 2.5 mi W of Sonoita. .","","1","1","","1969-06-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","J.P. Tramontano","","","P","0",
"39363123","specimen","Bignoniaceae","Chilopsis linearis","37.1347222222560021","-114.038611110890002","","United States","Utah","Washington","Location: Beaver Dam Wash, Lytle Ranch.","","1","1","","2003-07-08","","","GBIF","1207","UVSC","UVSC","UVSC","Herb","Kimball T. Harper","","","P","0",
"40140604","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Dona ana","Corner of Triviz and Wells Las Cruces","","","","","2004-06-25","","R. Fink","GBIF","949","NMCR","NMCR","NMCR","Herb","Ralph W. Fink II","","","","",
"40261307","specimen","Bignoniaceae","Chilopsis linearis","32.164439999999999","-106.696659999999994","","United States","New Mexico","Doña Ana County","Mesquite","","1","0","","1998-08-15","","","GBIF","861","UConn","UConn","UConn","CONN","F.R. Fosberg","","","P","0",
"54760934","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","477","OKL","OKL","OKL","0318-97","","","","","",
"63589651","specimen","Bignoniaceae","Chilopsis linearis","","","646","United States of America","Nevada","Lincoln Co.","near Rox along U.P.R.R. in Meadow Valley Wash; habitat: Tamarisk, Populus, Hymenoclea, Atriplex, Strombocarpa; flood plain, soil deep, alluvium, fine sandy loam with rocks","","","","","1974-07-27","","","NY","104","NY","NY","NY","Herbarium","J. Robertson","-s.n.","","","",
"68685700","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","1008","MNHN","MNHN","MNHN","p","","","","","",
"68873135","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","1008","MNHN","MNHN","MNHN","p","","","","","",
"73464317","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Arizona","Pima County","University of Arizona campus, North of Biological Sciences South and South of Mclelland Park building. Little east of Park Avenue. In the landscape, in the small planter area next to the sidewalk. Surrounded with concrere sidewalks from all sides. With: P","","1","","","2009-10-01","","Janka Vanova","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","Janka Vanova","","1","P","0",
"78992720","specimen","Bignoniaceae","Chilopsis linearis","36.9620999999999995","-114.968800000000002","747","United States","Nevada","Lincoln","Coyote Spring Valley, US 93 about one road mile south of Kane Springs turnoff; habitat: Washedge","","1","1","","1991-09-23","","","NY","104","NY","NY","NY","Herbarium","A. P. Pinzl","9809","","P","0",
"80111205","specimen","Bignoniaceae","Chilopsis linearis","","","0","USA","Arizona","","Sycamore Canyon - Arizona","","","","","1986-08-08","","","SpeciesLink","502","UFMG","UFMG","UFMG","BHCB","Fernandes, G.W.","s.n.","","","",
"79094127","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Luna","Florida Mountains.","","","","","1960-01-30","","J. Henrickson","GBIF","1413","UNM","UNM","UNM","Herb","J.S. Findley","","","","",
"78595956","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","New Mexico","Otero","Highway 54, 5 miles south of Three Rivers.","","","","","1972-08-13","","J. Henrickson","GBIF","1413","UNM","UNM","UNM","Herb","C.R. Hutchins","","","","",
"66323421","specimen","Bignoniaceae","Chilopsis linearis","32.8105989399999984","-104.801409800000002","","United States","New Mexico","Eddy","About 4 miles west of Hope.","","1","1","","1949-08-13","","J. Henrickson","GBIF","1413","UNM","UNM","UNM","Herb","S. Gordon and K. Norris","","","P","0",
"66183357","specimen","Bignoniaceae","Chilopsis linearis","32.2645116300000012","-104.660278869999999","","United States","New Mexico","Eddy","Near creek, 4 miles below Sitting Bull Falls, Guadalupe Mountains.","","1","1","","1960-04-16","","J. Henrickson","GBIF","1413","UNM","UNM","UNM","Herb","W.C. Martin","","","P","0",
"58816782","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Gila","Mt. Ord; Approx. 0.5 miles west of Hwy. 188 in Slate Creek bed. Paralleling old Slate Creek road (FS 26?). In northern portion of creekbank.","","","","","2007-05-25","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Theresa Price","","","","",
"58802859","specimen","Bignoniaceae","Chilopsis linearis","","","","Mexico","","","from SW states or Mexico","","1","","","1888-06-09","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Francis D. Kelsey","6499","0","UNK","",
"58783655","specimen","Bignoniaceae","Chilopsis linearis","36.2143676206028999","-115.018597077755999","","United States","Nevada","Clark","Valley of Fire State Park, State Rte 169, 1.3 road miles west of E boundary T17S, R68E, section 7.","","1","","","1981-05-27","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","PINZL","3984","0","P","0",
"58762812","specimen","Bignoniaceae","Chilopsis linearis","","","1800","United States","Nevada","","Callville Wash, 10 mi NE of Las Vegas Airport, old road to Ft. Callville.","","1","","","1938-05-22","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Percy Train","1805","0","P","0",
"58474443","specimen","Bignoniaceae","Chilopsis linearis","33.7482707193254967","-115.992549855093003","600","United States","California","Riverside","Colorado Desert, Palm Canyon Wash.","","1","","","1935-12-22","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Rose","35682","0","P","0",
"58196986","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Santa Cruz County","Pena Blanca","","","","","1967-06-08","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Elinor Lehto","","","","",
"58069274","specimen","Bignoniaceae","Chilopsis linearis","33.5152000000000001","-113.793000000000006","","United States","Arizona","Yuma","Kofa Game Range","","1","0","","1972-04-13","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Monte M. Dodson","","","P","0",
"31103495","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","CA","San Bernardino County","San Bernardino; Ord Mt.; between Daggett and; Colorado Desert","","","","","","","","GBIF","1021","UCJEPS","UCJEPS","UCJEPS","JEPS","W. L. Jepson","","","","",
"30951486","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","CA","Riverside County","Riverside; Eden","","","","","","","","GBIF","1021","UCJEPS","UCJEPS","UCJEPS","UC","H. M. Hall","","","","",
"30828947","specimen","Bignoniaceae","Chilopsis linearis","32.6558149999999969","-116.097137000000004","","United States","California","Imperial","Imperial; Mt. Springs Grade; Myer's Creek Bridge foot of; Mt. Springs Grade, Myer's Creek bridge","","1","1","","","","","GBIF","1021","UCJEPS","UCJEPS","UCJEPS","JEPS","W. L. Jepson","","","P","0",
"58770456","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Arizona","","[Locality information hidden to protect endangered species]","","1","","","1926-10-23","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Marcus E. Jones","22553","0","P","0",
"58473489","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Arizona","","[Locality information hidden to protect endangered species]","","1","","","1920-05-25","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Jones","s.n.","0","P","0",
"22645566","specimen","Bignoniaceae","Chilopsis linearis","29.8104654010655992","-103.251421133492997","","United States","Texas","Brewster","17 miles E of Castolon","","1","","","1938-05-27","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Hugh C. Cutler","1872","0","P","0",
"22694246","specimen","Bignoniaceae","Chilopsis linearis","29.4480147783764004","-98.5200120466572002","","United States","Texas","Bexar","","","1","","","1904-06-01","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Gustav Jermy","s.n.","0","P","0",
"22975267","specimen","Bignoniaceae","Chilopsis linearis","33.7460013444075031","-105.456605461116993","","United States","New Mexico","Lincoln","24 mi W of Roswell, NM (LIncoln Co.) on rt 70/382,","","1","","","1974-06-11","","C.A. Crowder,","MO","281","MO","MO","MO","","Tilton Davis","308","0","P","0",
"23050905","specimen","Bignoniaceae","Chilopsis linearis","29.8104654010655992","-103.251421133492997","","United States","Texas","Brewster","Marthon","","1","","","1936-08-13","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Hermann von Schrenk","28","0","P","0",
"23177874","specimen","Bignoniaceae","Chilopsis linearis","29.8104654010655992","-103.251421133492997","3700","United States","Texas","Brewster","Oak Spring run-off area growing along dry stream bed in sandy soil.","","1","","","1970-01-01","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","John C. Semple","361","0","P","0",
"23410980","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","New Mexico","","Mesa W of Organ Mountains","","1","","","1906-05-28","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","Paul C. Standley","463","0","P","0",
"23581289","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","New Mexico","Doña Ana","Archer Ranch, Brazito, N.M.","","1","","","1926-06-03","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","CHILD","500","0","P","0",
"23652824","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Texas","","El Paso towards [Pamas] and common from there to Monterrey","","1","","","1846-05-14","","J. Henrickson, 1985 (CSLA)","MO","281","MO","MO","MO","","A. Wislizenus","286","0","P","0",
"27712374","specimen","Bignoniaceae","Chilopsis linearis","29.8689999999999998","-112.552000000000007","","Mexico","Sonora","Pitiquito","Ejido Victoria y Libertad 2, Pitiquito.","","1","1","","1979-03-06","","A.A. Beetle","GBIF","1330","DICTUS-USON","DICTUS-USON","DICTUS-USON","USON","A. Castellanos","","","UNK","",
"31907242","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","1008","MNHN","MNHN","MNHN","p","","","","","",
"31943341","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","1008","MNHN","MNHN","MNHN","p","","","","","",
"32287334","specimen","Bignoniaceae","Chilopsis linearis","","","","","","","","","","","","","","","GBIF","1008","MNHN","MNHN","MNHN","p","","","","","",
"38472123","specimen","Bignoniaceae","Chilopsis linearis","34.4472200000000015","-114.473330000000004","212","United States","California","San Bernardino","Whipple Mountains: Chemehuevi Wash at intersection with powerline road, just down to West Well. Sandy wash in rolling rocky hills.","","1","1","","2003-08-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","Sarah J. De Groot","","","P","0",
"38503612","specimen","Bignoniaceae","Chilopsis linearis","","","914.399999999999977","United States","California","San Bernardino County","Mojave Desert, approx 7 mi. S. W. of Victorville at junction of U.S. Highway #395 & Calif. Highway #138","","1","","","1942-02-25","","","GBIF","1092","CAS","CAS","CAS","DS","Carl B. Wolf","","","P","0",
"38509607","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","California","San Bernardino County","Sandy bed of Mojave River, Daggett","","1","","","1930-05-17","","","GBIF","1092","CAS","CAS","CAS","BOT","Ralph Hoffmann","","","P","0",
"38625749","specimen","Bignoniaceae","Chilopsis linearis","32.3029060000000001","-101.960705000000004","","United States","Texas","Martin","Martin County, Texas","","1","1","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"38627800","specimen","Bignoniaceae","Chilopsis linearis","","","","United States","Utah","","Utah","","1","","","","","","GBIF","102","USDA NRCS","USDA NRCS","USDA NRCS","USDA Plants","","","","P","0",
"38694943","specimen","Bignoniaceae","Chilopsis linearis","35.9703000000000017","-113.316299999999998","457","United States","Arizona","Coconino","Grand Canyon of the Colorado River; Mi 209.5, opposite Granite Park,. Sand beach.","","1","1","","1974-06-01","","","GBIF","1087","Herbarium","Herbarium","Herbarium","ARIZ","Mike Theroux","","","P","0",
"38805326","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Santa Cruz County","Sycamore Canyon","","","","","1967-06-08","","","GBIF","397","ASU","ASU","ASU","ASUPlants","Elinor Lehto","","","","",
"38922772","specimen","Bignoniaceae","Chilopsis linearis","","","","USA","Arizona","Yavapai County","Date Creek northwest 7.5' Quad.; Date Creek between Palmerita Ranch and Highway 93","","","","","1979-05-22","","","GBIF","397","ASU","ASU","ASU","ASUPlants","P. C. Fischer","","","","",
"38991640","specimen","Bignoniaceae","Chilopsis linearis","33.7482707193254967","-115.992549855093003","","United States","California","Riverside","San Jacinto Lake","","1","","","1897-07-15","","","GBIF","272","US","US","US","Botany","","","","P","0",
